duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,m_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,labels
0,b'udp',b'domain_u',b'SF',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.17,0.67,0.0,150,1,0.01,0.06,0.03,0.0,0.01,0.0,0.0,0.0,b'satan.'
3,b'tcp',b'telnet',b'SF',54,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.0,0.29,0.0,0.14,0.71,0.0,160,29,0.18,0.08,0.01,0.0,0.01,0.03,0.01,0.0,b'satan.'
0,b'icmp',b'eco_i',b'SF',20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,b'satan.'
1,b'tcp',b'finger',b'SF',6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.75,0.5,0.0,255,3,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,b'satan.'
0,b'tcp',b'uucp',b'REJ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.33,1.0,0.33,1.0,0.0,255,1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0,b'satan.'
0,b'tcp',b'hostnames',b'REJ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.0,0.89,1.0,0.11,1.0,0.0,255,1,0.0,0.07,0.0,0.0,0.0,0.0,0.04,1.0,b'satan.'
0,b'tcp',b'private',b'REJ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0.0,0.0,0.89,1.0,0.05,1.0,0.0,255,1,0.0,0.11,0.0,0.0,0.0,0.0,0.07,1.0,b'satan.'
0,b'tcp',b'http',b'S2',6,144,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,29,1,0.03,1.0,0.9,0.0,0.03,1.0,0.0,255,206,0.81,0.15,0.0,0.0,0.0,0.0,0.11,0.0,b'satan.'
2,b'tcp',b'gopher',b'SF',6,77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,1,0.03,0.0,0.87,0.0,0.03,1.0,0.0,255,2,0.01,0.18,0.0,0.0,0.0,0.0,0.14,0.0,b'satan.'
0,b'tcp',b'private',b'REJ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.02,0.0,0.9,1.0,0.02,1.0,0.0,255,1,0.0,0.22,0.0,0.0,0.0,0.0,0.18,1.0,b'satan.'
0,b'tcp',b'private',b'REJ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0.02,0.0,0.92,1.0,0.02,1.0,0.0,255,1,0.0,0.26,0.0,0.0,0.0,0.0,0.22,1.0,b'satan.'
